,Name,Overall,Wage
5504,E. Bush,70,€4K
5505,J. Silbeira,70,€0.00
5506,F. Jungwirth,70,€5K
5507,I. Bel Hassani,70,€8K
5508,André Santos,70,€5K
5509,B. Johnson,70,€23K
5510,Cotán,70,€9K
5511,Artur Jorge,70,€3K
5512,T. Malacia,70,€3K
5513,M. van Buren,70,€1K
5514,Daguinho Parrela,70,€13K
5515,D. Beasley,70,€3K
5516,C. Zimmermann,70,€14K
5517,Ademilson,70,€7K
5518,Jorginho,70,€12K
5519,Lee Chung Yong,70,€11K
5520,C. Eiting,70,€7K
5521,F. Ballas,70,€10K
5522,J. Komar,70,€6K
5523,Y. Gomis,70,€7K
5524,Rodrigo,70,€6K
5525,S. Winnall,70,€17K
5526,T. Delaine,70,€4K
5527,L. Quintana,70,€11K
5528,Rogério,70,€32K
5529,L. Nielsen,70,€4K
5530,D. Batth,70,€30K
5531,J. Giraudon,70,€5K
5532,Vítor Bruno,70,€7K
5533,K. Watanabe,70,€8K
5534,V. Ulloa,70,€5K
5535,Zhang Linpeng,70,€10K
5536,T. Eisfeld,70,€10K
5537,J. Cristaldo,70,€13K
5538,Bernardo Motinho,70,€14K
5539,C. Walton,70,€15K
5540,Sergi Palencia,70,€47K
5541,V. Lampropoulos,70,€1K
5542,L. Tremolada,70,€3K
5543,M. Pátkai,70,€0.00
5544,F. Al Ansari,70,€13K
5545,José Semedo,70,€4K
5546,G. Giakoumakis,70,€1K
5547,M. Leovac,70,€1K
5548,T. Figueroa,70,€10K
5549,Pol Llonch,70,€5K
5550,B. Angulo,70,€5K
5551,E. Bennett,70,€24K
5552,C. Nhamoinesu,70,€1K
5553,B. Rabello,70,€5K
5554,J. Insaurralde,70,€5K
5555,A. Bernardini,70,€3K
5556,J. Walker,70,€27K
5557,A. Sørloth,70,€25K
5558,David Raya,70,€14K
5559,M. Cassierra,70,€8K
5560,A. Tchouaméni,70,€10K
5561,J. Siebatcheu,70,€16K
5562,V. Angban,70,€4K
5563,Edu Expósito,70,€5K
5564,A. Nordin,70,€12K
5565,Rodri,70,€7K
5566,M. Pisano,70,€8K
5567,G. Whelan,70,€10K
5568,M. Parkhurst,70,€5K
5569,J. Zárate,70,€5K
5570,P. Kanstrup,70,€8K
5571,G. Scognamiglio,70,€3K
5572,E. Ersoy,70,€7K
5573,L. Licht,70,€6K
5574,Borja Herrera,70,€5K
5575,E. Brignola,70,€12K
5576,M. Maddison,70,€6K
5577,M. Cavion,70,€3K
5578,C. Mosquera,70,€2K
5579,R. Gudiño,70,€12K
5580,V. Malcorra,70,€12K
5581,Milton Menceiros,70,€11K
5582,Jamiro Monteiro,70,€4K
5583,L. Bridcutt,70,€25K
5584,Luisinho,70,€14K
5585,E. Elmas,70,€15K
5586,N. Pérez,70,€9K
5587,D. Ndlovu,70,€0.00
5588,Y. Reyna,70,€5K
5589,D. Kownacki,70,€15K
5590,H. Faik,70,€9K
5591,C. Mepham,70,€15K
5592,D. Rudd,70,€7K
5593,Bruno Gallo,70,€6K
5594,M. Peybernès,70,€5K
5595,D. Böde,70,€0.00
5596,T. Schröck,70,€12K
5597,I. Brown,70,€17K
5598,J. Morris,70,€5K
5599,J. Taravel,70,€8K
5600,A. Lusamba,70,€12K
5601,Felipe,70,€6K
5602,Z. Touré,70,€16K
5603,I. Hajrović,70,€1K
5604,T. Kempe,70,€12K
5605,V. Giraldo,70,€3K
5606,A. Wooten,70,€5K
5607,U. Đurđević,70,€6K
5608,A. Bastía,70,€5K
5609,S. Allagui,70,€11K
5610,M. Müller,70,€15K
5611,P. Galdames,70,€7K
5612,O. Benítez,70,€7K
5613,E. Löwen,70,€9K
5614,A. Fathi,70,€0.00
5615,I. Sylla,70,€7K
5616,A. Tziolis,70,€11K
5617,J. Une Larsson,70,€3K
5618,Pedro Pinto,70,€3K
5619,G. Hairemans,70,€7K
5620,E. Oztumer,70,€7K
5621,S. Mugoša,70,€4K
5622,O. Oularé,70,€25K
5623,T. Sparv,70,€13K
5624,Matheus,70,€7K
5625,M. Jurman,70,€19K
5626,F. Malbašić,70,€7K
5627,N. Domínguez,70,€7K
5628,J. Ramaré,70,€4K
5629,Yang Han Been,70,€4K
5630,S. Magnasco,70,€6K
5631,L. Mancuso,70,€47K
5632,Nuno André Coelho,70,€6K
5633,E. Ambrose,70,€5K
5634,S. Kitsiou,70,€1K
5635,Eltson Marques,70,€13K
5636,C. De Norre,70,€5K
5637,Eloi Amagat,70,€5K
5638,R. Abdullah,69,€5K
5639,M. Ordóñez,69,€2K
5640,L. Robertone,69,€6K
5641,I. Mathew,69,€2K
5642,P. Velthuizen,69,€6K
5643,K. Erasmus,69,€4K
5644,K. Mokotjo,69,€19K
5645,C. Guzmán,69,€4K
5646,A. Fink,69,€5K
5647,D. Łukasik,69,€4K
5648,J. Chunga,69,€2K
5649,C. Lombardi,69,€19K
5650,E. Hackman,69,€4K
5651,Aleix Febas,69,€44K
5652,A. Isak,69,€11K
5653,R. Munsy,69,€9K
5654,E. Hussain,69,€4K
5655,Magno,69,€4K
5656,N. Bodurov,69,€0.00
5657,Álvaro Peña,69,€5K
5658,B. Riveros,69,€8K
5659,J. Villota,69,€1K
5660,V. Fındıklı,69,€8K
5661,L. Chambers,69,€5K
5662,D. Batallini,69,€6K
5663,Z. Zlámal,69,€3K
5664,D. Odoi,69,€22K
5665,Juanjo,69,€2K
5666,M. Jahfali,69,€15K
5667,M. Bunn,69,€7K
5668,David Batanero,69,€3K
5669,M. Lukač,69,€6K
5670,M. Wilson,69,€5K
5671,A. Jansen,69,€5K
5672,A. Sobiech,69,€5K
5673,L. Manyama,69,€1K
5674,S. Morison,69,€8K
5675,A. Sepúlveda,69,€17K
5676,R. Murawski,69,€2K
5677,Pinillos,69,€6K
5678,P. Celeban,69,€4K
5679,J. Williams,69,€23K
5680,N. Fernández,69,€6K
5681,S. Taniguchi,69,€5K
5682,A. Bogdán,69,€28K
5683,M. Ritter,69,€6K
5684,L. Ridgewell,69,€4K
5685,C. Labrín,69,€3K
5686,S. Eduok,69,€6K
5687,J. Buijs,69,€3K
5688,M. Olsson,69,€18K
5689,M. Murillo,69,€2K
5690,A. Spörle,69,€6K
5691,J. Rodríguez,69,€3K
5692,B. Halimi,69,€11K
5693,O. Ruisalvo,69,€0.00
5694,K. Mac Allister,69,€4K
5695,V. Rüfli,69,€4K
5696,A. Aseri,69,€15K
5697,J. Greguš,69,€10K
5698,D. Ward,69,€22K
5699,F. Hartherz,69,€7K
5700,Allan,69,€28K
5701,Luis Felipe,69,€3K
5702,F. Kiss,69,€12K
5703,U. Ceylan,69,€5K
5704,P. Filipović,69,€8K
5705,Cifu,69,€5K
5706,F. Álvarez,69,€6K
5707,Caio Tafarell,69,€6K
5708,E. Eze,69,€4K
5709,A. Balzano,69,€3K
5710,J. Olsson,69,€2K
5711,J. Lefort,69,€7K
5712,I. Höhn,69,€9K
5713,J. Gyau,69,€4K
5714,M. Al Sahlawi,69,€18K
5715,Alberto,69,€5K
5716,Luciano Cacheira,69,€8K
5717,M. Gaus,69,€12K
5718,C. Lampe,69,€8K
5719,A. Vellios,69,€24K
5720,J. Sánchez,69,€17K
5721,F. Fielding,69,€14K
5722,N. Theuerkauf,69,€6K
5723,M. Sadlok,69,€4K
5724,H. Olvera,69,€10K
5725,S. Mosquera,69,€2K
5726,V. Kalitvintsev,69,€1K
5727,S. Papagiannopoulos,69,€9K
5728,I. Pettersson,69,€2K
5729,C. Evans,69,€18K
5730,A. Richards,69,€19K
5731,S. Dursun,69,€11K
5732,R. Leipertz,69,€12K
5733,R. Pasveer,69,€5K
5734,D. Daube,69,€5K
5735,Iñaki Astiz,69,€5K
5736,S. Bigalke,69,€4K
5737,M. Silvestri,69,€2K
5738,S. Muwashar,69,€18K
5739,A. Powell,69,€3K
5740,P. Kirkevold,69,€6K
5741,S. Roudet,69,€3K
5742,S. Gonther,69,€9K
5743,I. Ghaleb,69,€15K
5744,P. Sotiriou,69,€10K
5745,W. Faes,69,€5K
5746,S. Tecl,69,€1K
5747,M. Guanini,69,€6K
5748,J. Brix-Damborg,69,€5K
5749,M. de los Santos,69,€2K
5750,F. Andrada,69,€7K
5751,Z. Youssouf,69,€8K
5752,S. Ciss,69,€10K
5753,S. Mockenhaupt,69,€4K
5754,N. Cozza,69,€5K
5755,M. Valoti,69,€2K
5756,Y. Salmier,69,€8K
5757,C. Benschop,69,€14K
5758,Gégé,69,€9K
5759,L. Morosini,69,€2K
5760,Sandeiro Leal,69,€10K
5761,M. Pongračić,69,€10K
5762,L. Ibáñez,69,€13K
5763,M. O'Halloran,69,€7K
5764,M. van Duinen,69,€6K
5765,R. Zwinkels,69,€2K
5766,F. Mazzeo,69,€2K
5767,C. Auzqui,69,€11K
5768,J. Quintero,69,€1K
5769,B. Watson,69,€20K
5770,Gustavo Cascardo,69,€2K
5771,T. Bradshaw,69,€7K
5772,J. Pelupessy,69,€12K
5773,J. Fojut,69,€3K
5774,M. Brighi,69,€5K
5775,L. Boussaha,69,€4K
5776,D. Bomheuer,69,€4K
5777,B. Sangaré,69,€0.00
5778,Y. Cabral,69,€9K
5779,S. Breitkreuz,69,€4K
5780,K. Rowe,69,€4K
5781,Roldão Riso,69,€12K
5782,C. Rizzuto,69,€4K
5783,D. van Mieghem,69,€5K
5784,A. El Messaoudi,69,€4K
5785,Y. Cabrera,69,€1K
5786,S. Ay,69,€8K
5787,A. Gojak,69,€1K
5788,L. Gülen,69,€6K
5789,N. Eliasson,69,€17K
5790,Y. Komai,69,€3K
5791,S. Marinos,69,€7K
5792,D. Verhulst,69,€5K
5793,Núrio,69,€6K
5794,S. Sparagna,69,€4K
5795,H. Halldórsson,69,€0.00
5796,M. Prietl,69,€7K
5797,Nono,69,€5K
5798,J. Berget,69,€5K
5799,M. Jacobs,69,€24K
5800,J. Brillante,69,€4K
5801,P. van Anholt,69,€5K
5802,P. Ziereis,69,€8K
5803,R. Bezjak,69,€6K
5804,A. Vega,69,€9K
5805,S. Bentivoglio,69,€3K
5806,Juan Muñoz,69,€5K
5807,Linares,69,€4K
5808,S. De Petter,69,€6K
5809,Renatao Baumer,69,€6K
5810,A. Ivan,69,€7K
5811,I. Šunjić,69,€1K
5812,S. Andrist,69,€5K
5813,Q. Cornette,69,€8K
5814,Carvamelinho,69,€12K
5815,R. Oudin,69,€7K
5816,C. Stengs,69,€4K
5817,I. González,69,€12K
5818,S. Dallas,69,€19K
5819,S. Walsh,69,€6K
5820,U. Radaković,69,€1K
5821,P. Schobesberger,69,€9K
5822,Jaimosa Cavaco,69,€6K
5823,M. Turner,69,€3K
5824,Alfaro,69,€5K
5825,M. Havel,69,€1K
5826,J. Hegeler,69,€18K
5827,M. Fares,69,€2K
5828,C. Techera,69,€4K
5829,F. Tomori,69,€13K
5830,H. Takahashi,69,€3K
5831,A. Rivas,69,€1K
5832,J. Mosquera,69,€2K
5833,A. Linde,69,€3K
5834,C. Bonilla,69,€7K
5835,Diego Capel,69,€4K
5836,Leandrinho,69,€4K
5837,Susaeta,69,€5K
5838,M. Zimmermann,69,€12K
5839,E. Demir,69,€7K
5840,Marco Sangalli,69,€5K
5841,T. Hayashi,69,€3K
5842,R. Bormuth,69,€11K
5843,E. Hernández,69,€15K
5844,B. Martella,69,€2K
5845,E. Oikonomou,69,€1K
5846,L. Choutesiotis,69,€1K
5847,J. Blaswich,69,€3K
5848,J. Huth,69,€8K
5849,I. Sackey,69,€6K
5850,Jang Hyeon Soo,69,€5K
5851,A. Rosati,69,€9K
5852,J. Cabrera,69,€7K
5853,Anderson Lopes,69,€4K
5854,N. Byrne,69,€22K
5855,A. Trajkovski,69,€3K
5856,Alex Geijo,69,€2K
5857,Iván Sánchez,69,€4K
5858,J. Carranza,69,€3K
5859,E. Ocansey,69,€5K
5860,B. Uphoff,69,€3K
5861,Wu Xi,69,€10K
5862,C. Skuse,69,€5K
5863,E. Rexhbeçaj,69,€14K
5864,G. Åsen,69,€3K
5865,M. Laba,69,€7K
5866,G. Carabajal,69,€7K
5867,T. Fontaine,69,€8K
5868,J. Villafaña,69,€4K
5869,B. Tashchy,69,€4K
5870,J. Vaughan,69,€27K
5871,J. Moya,69,€2K
5872,N. Sangaré,69,€7K
5873,Kim Kwang Suk,69,€3K
5874,M. Rojas,69,€5K
5875,E. Taşkıran,69,€7K
5876,M. Gersbeck,69,€8K
5877,U. Çiftçi,69,€7K
5878,Lucas Galvão,69,€11K
5879,B. Riascos,69,€6K
5880,E. Saveljich,69,€10K
5881,Tang Miao,69,€7K
5882,J. Mees,69,€14K
5883,C. Cáceda,69,€0.00
5884,O. Fernández,69,€4K
5885,Jeffrén,69,€8K
5886,K. Manneh,69,€7K
5887,G. Larsonneur,69,€2K
5888,O. Kúdela,69,€1K
5889,E. Bourgaud,69,€4K
5890,P. Huspek,69,€10K
5891,G. Maluleka,69,€1K
5892,T. Jurić,69,€8K
5893,F. Scaglia,69,€2K
5894,David Rodríguez,69,€6K
5895,H. Kekana,69,€0.00
5896,C. Dibon,69,€8K
5897,R. Petretta,69,€8K
5898,M. Scozzarella,69,€18K
5899,M. Kaye,69,€4K
5900,Y. Toyokawa,69,€6K
5901,L. Bittante,69,€6K
5902,E. Velarde,69,€5K
5903,D. Jones,69,€13K
5904,M. Cahais,69,€6K
5905,M. Olivera,69,€7K
5906,M. Sax,69,€8K
5907,A. Mühling,69,€6K
5908,P. Bråtveit,69,€2K
5909,F. Píriz,69,€11K
5910,Ricardo Lopes,69,€6K
5911,P. Hamel,69,€5K
5912,K. Mączyński,69,€5K
5913,M. Hamdy,69,€0.00
5914,R. Pröpper,69,€3K
5915,C. N'Doye,69,€13K
5916,Fernando Karanga,69,€8K
5917,C. Carter-Vickers,69,€21K
5918,E. Cobbaut,69,€6K
5919,M. Dąbrowski,69,€4K
5920,F. Picault,69,€4K
5921,R. Romo,69,€0.00
5922,A. Corzo,69,€0.00
5923,L. Dickmann,69,€5K
5924,Luis Pérez,69,€4K
5925,A. Barkok,69,€11K
5926,M. Watkins,69,€19K
5927,H. Arslan,69,€7K
5928,A. Camargo,69,€3K
5929,F. Müller,69,€6K
5930,B. Behrendt,69,€7K
5931,L. Zingerle,69,€4K
5932,Mei Fang,69,€8K
5933,M. Svanberg,69,€7K
5934,D. Bernhardt,69,€1K
5935,K. D'Haene,69,€7K
5936,J. Malagón,69,€1K
5937,Paulo Fajarda,69,€12K
5938,Germán,69,€5K
5939,B. Idowu,69,€1K
5940,B. Mkhwanazi,69,€0.00
5941,Toché,69,€5K
5942,Hélder Ferreira,69,€4K
5943,G. Mandjeck,69,€0.00
5944,S. Morsy,69,€22K
5945,T. Antonis,69,€4K
5946,M. Duffy,69,€2K
5947,A. Ndour,69,€7K
5948,Rafael Costa,69,€4K
5949,K. Walker-Peters,69,€21K
5950,C. Luna,69,€6K
5951,J. Bidwell,69,€5K
5952,F. Noguera,69,€7K
5953,T. Weah,69,€16K
5954,J. Paganoni,69,€4K
5955,A. Collin,69,€4K
5956,Ripa,69,€5K
5957,Galán,69,€4K
5958,M. Bolados,69,€4K
5959,Sandro Maceira,69,€7K
5960,R. Ibarra,69,€4K
5961,N. Al Shamrani,69,€17K
5962,R. Holmes,69,€7K
5963,J. Cordoval,69,€5K
5964,M. Radović,69,€5K
5965,G. Zigoni,69,€3K
5966,J. Corona,69,€10K
5967,W. Bruin,69,€5K
5968,J. Glad,69,€3K
5969,D. Gordon,69,€4K
5970,P. Rodríguez,69,€4K
5971,E. Konsa,69,€13K
5972,O. Darfalou,69,€7K
5973,L. Murphy,69,€6K
5974,Chuli,69,€11K
5975,D. Suzuki,69,€5K
5976,A. Gholizadeh,69,€6K
5977,I. Ouali,69,€8K
5978,B. Holman,69,€4K
5979,J. Gyamerah,69,€7K
5980,Cai Huikang,69,€8K
5981,M. Pittón,69,€6K
5982,T. Kuszczak,69,€6K
5983,L. Blessing,69,€4K
5984,D. Meyler,69,€15K
5985,J. Czerwiński,69,€4K
5986,R. Vilchis,69,€6K
5987,G. Valsvik,69,€3K
5988,A. Giannou,69,€0.00
5989,J. Hobbs,69,€6K
5990,R. Gíslason,69,€4K
5991,C. M'Bengue,69,€13K
5992,I. Jiménez,69,€22K
5993,A. Al Khaibari,69,€15K
5994,S. Yatabaré,69,€7K
5995,J. Lowe,69,€5K
5996,E. Jelenič,69,€2K
5997,M. Abero,69,€6K
5998,A. Teikeu,69,€10K
5999,E. Castillo,69,€18K
6000,M. Wagué,69,€20K
6001,P. Klandt,69,€8K
6002,Farley,69,€12K
6003,Luís Martins,69,€5K
6004,S. Riether,69,€9K
6005,L. Diarte,69,€5K
6006,G. Bojanich,69,€6K
6007,B. Mansilla,69,€7K
6008,Fran Villalba,69,€11K
6009,L. Peltier,69,€19K
6010,M. Knaller,69,€9K
6011,Baena,69,€5K
6012,P. Ziegler,69,€5K
6013,S. Wangberg,69,€3K
6014,N. Thomsen,69,€9K
6015,D. Boer,69,€3K
6016,D. Hernández,69,€9K
6017,A. Šporar,69,€0.00
6018,J. Jantscher,69,€11K
6019,E. Huws,69,€5K
6020,U. Matić,69,€10K
6021,A. Ashraf,69,€0.00
6022,W. Bakhashwain,69,€11K
6023,H. Aiesh,69,€3K
6024,S. Prevljak,69,€15K
6025,A. Aldrete,69,€11K
6026,L. De Bock,69,€17K
6027,J. Hunt,69,€18K
6028,L. Ceballos,69,€7K
6029,Javi Muñoz,69,€9K
6030,Alson Botelho,69,€14K
6031,O. De Wolf,69,€4K
6032,J. Arp,69,€4K
6033,J. Ardaiz,69,€5K
6034,L. Moult,69,€8K
6035,Arthur Caike,69,€15K
6036,I. Rivas,69,€2K
6037,N. Onuoha,69,€4K
6038,Mika,69,€3K
6039,V. Klonaridis,69,€1K
6040,C. Stanković,69,€11K
6041,M. Gómez,69,€2K
6042,L. Klünter,69,€10K
6043,A. Farrell,69,€4K
6044,G. Tutino,69,€20K
6045,E. Kouassi,69,€15K
6046,I. Cardona,69,€21K
6047,G. Bruno,69,€8K
6048,D. Accam,69,€5K
6049,Pablo Valcarce,69,€5K
6050,Filipe Ferreira,69,€9K
6051,E. Triverio,69,€13K
6052,Wellington,69,€5K
6053,B. Nehrig,69,€8K
6054,F. Campbell,69,€15K
6055,M. Yatabaré,69,€9K
6056,E. Lenjani,69,€14K
6057,F. Bredlow,69,€7K
6058,Y. Takahagi,69,€6K
6059,D. Arzani,69,€20K
6060,A. Bencharki,69,€15K
6061,B. Ampuero,69,€2K
6062,G. Puşcaş,69,€2K
6063,C. Chávez,69,€7K
6064,V. Marcel,69,€12K
6065,I. Pillud,69,€9K
6066,B. Dja Djédjé,69,€9K
6067,M. Bakić,69,€6K
6068,P. Sané,69,€12K
6069,J. Clarke-Salter,69,€5K
6070,I. Radu,69,€12K
6071,D. Gibson,69,€24K
6072,H. Özmert,69,€8K
6073,L. Spendlhofer,69,€9K
6074,Pomares,69,€3K
6075,A. Costa,69,€6K
6076,Pedro Porro,69,€5K
6077,Y. Stark,69,€9K
6078,M. Tanković,69,€3K
6079,R. Lindgren,69,€3K
6080,Raúl Llorente,69,€5K
6081,M. García,69,€6K
6082,M. Kucharczyk,69,€5K
6083,M. Havenaar,69,€5K
6084,F. Bahlouli,69,€12K
6085,C. Roberts,69,€10K
6086,Servando,69,€5K
6087,Lucas João,69,€13K
6088,K. Kodro,69,€9K
6089,Lucas Tagliapietra,69,€7K
6090,G. Maroni,69,€5K
6091,O. Altman,69,€1K
6092,J. Legear,69,€6K
6093,Crislan,69,€7K
6094,S. Hakšabanovič,69,€15K
6095,M. Christiansen,69,€5K
6096,D. Sundgren,69,€5K
6097,A. Parot,69,€8K
6098,M. Petković,69,€1K
6099,C. Charisis,69,€6K
6100,Diogo Coelho,69,€5K
6101,M. Ibarra,69,€4K
6102,Riqui Puig,69,€24K
6103,M. Pereira,69,€7K
6104,Ilori,69,€14K
6105,M. Zeffane,69,€13K
6106,Tomás Podstawski,69,€3K
6107,Jo Sung Jin,69,€4K
6108,H. Yamada,69,€4K
6109,Antonaldo Laforte,69,€13K
6110,C. Beck,69,€8K
6111,E. Rivière,69,€5K
6112,I. Parlak,69,€11K
6113,B. Montenegro,69,€9K
6114,V. Demarconnay,69,€2K
6115,A. Ajagun,69,€7K
6116,G. Madine,69,€22K
6117,F. Cordero,69,€6K
6118,R. Stearman,69,€6K
6119,H. ter Avest,69,€8K
6120,J. Medina,69,€4K
6121,V. Anita,69,€20K
6122,C. McManaman,69,€24K
6123,Oriol Rosell,69,€4K
6124,Paulo Daineiro,69,€10K
6125,R. Vincelot,69,€5K
6126,R. Lenis,69,€3K
6127,M. Mier,69,€1K
6128,Y. de Lanlay,69,€4K
6129,J. Gómez,69,€4K
6130,I. Lichnovsky,69,€9K
6131,C. Muñoz,69,€3K
6132,J. MacDonald,69,€3K
6133,G. Boyd,69,€13K
6134,E. Lichaj,69,€13K
6135,M. Wittek,69,€7K
6136,C. Jenkinson,69,€34K
6137,A. Öztürk,69,€9K
6138,J. Pérez,69,€15K
6139,Zhang Chengdong,69,€8K
6140,F. Renzetti,69,€2K
6141,B. Paulsen,69,€3K
6142,F. Aristeguieta,69,€2K
6143,A. Ramos,69,€3K
6144,V. Nelsson,69,€3K
6145,Ever Sineiro,69,€13K
6146,M. Costanzo,69,€8K
6147,Yohan Tavares,69,€4K
6148,D. Texeira,69,€4K
6149,D. Toth,69,€6K
6150,L. Barrera,69,€5K
6151,K. Bua,69,€11K
6152,I. Anya,69,€21K
6153,P. Hoban,69,€2K
6154,Hugo Basto,69,€5K
6155,Kanu,69,€7K
6156,C. Arango,69,€5K
6157,M. Karl,69,€3K
6158,Y. Movsisyan,69,€5K
6159,Puado,69,€10K
6160,M. Abu,69,€3K
6161,D. Moberg Karlsson,69,€4K
6162,E. Rescaldani,69,€8K
6163,J. Narváez,69,€9K
6164,J. Hoogma,69,€10K
6165,S. Beitashour,69,€4K
6166,M. Janko,69,€4K
6167,S. Willems,69,€7K
6168,O. Scarione,69,€12K
6169,Alex,69,€4K
6170,S. Gallagher,69,€20K
6171,J. Blanco,69,€2K
6172,O. Hamzaoui,69,€6K
6173,G. Milović,69,€7K
6174,P. Hosiner,69,€11K
6175,Caro,69,€4K
6176,Felipe Pires,69,€13K
6177,S. Chernik,69,€3K
6178,Renato Rochela,69,€15K
6179,J. Henry,69,€7K
6180,L. James,69,€4K
6181,P. Reulet,69,€7K
6182,M. Miloš,69,€5K
6183,L. Valzania,69,€11K
6184,J. George,69,€6K
6185,G. Robail,69,€25K
6186,B. Beckeles,69,€6K
6187,R. Brežančić,69,€10K
6188,D. Camara,69,€5K
6189,O. Barreto,69,€2K
6190,J. Igbekeme,69,€5K
6191,D. Álvarez,69,€1K
6192,S. Neumann,69,€4K
6193,Diego Barcelos,69,€6K
6194,M. Wallace,69,€6K
6195,D. Bottinelli,69,€1K
6196,C. McLaughlin,69,€7K
6197,C. Gamboa,69,€22K
6198,J. Vanlerberghe,69,€8K
6199,M. Osuna,69,€5K
6200,K. Miller,69,€3K
6201,M. Ciani,69,€4K
6202,L. Vásquez,69,€1K
6203,G. Troupée,69,€6K
6204,A. Erdem,69,€11K
6205,D. De fauw,69,€5K
6206,D. Cavaré,69,€5K
6207,F. Maouassa,69,€6K
6208,N. Dovedan,69,€7K
6209,V. Hedenstad,69,€4K
6210,J. O'Shea,69,€10K
6211,Y. Wildschut,69,€13K
6212,P. Dawidowicz,69,€4K
6213,P. Bartolomei,69,€3K
6214,Rômulão Selva,69,€11K
6215,K. Higashi,69,€6K
6216,L. Mora,69,€3K
6217,J. Abrigo,69,€4K
6218,M. Diskerud,69,€43K
6219,E. Torregrossa,69,€3K
6220,C. Cadden,69,€3K
6221,D. Dąbrowski,69,€3K
6222,Fernández,69,€5K
6223,Z. Yavru,69,€13K
6224,L. Wallace,69,€21K
6225,J. Niezgoda,69,€5K
6226,L. Abubakar,69,€3K
6227,C. Leitgeb,69,€16K
6228,E. Pisano,69,€18K
6229,F. N'Sakala,69,€7K
6230,L. Thomas,69,€4K
6231,Igor Rossi,69,€11K
6232,A. Sadiku,69,€12K
6233,K. Bistrović,69,€1K
6234,V. Elm,69,€2K
6235,Carlos Ruiz,69,€5K
6236,M. Clarke,69,€4K
6237,Witi,69,€5K
6238,Auro,69,€3K
6239,K. Palmer,69,€14K
6240,B. Radunović,69,€7K
6241,M. Diallo,69,€8K
6242,Negueba,69,€4K
6243,J. Repas,69,€9K
6244,N. Mäenpää,69,€14K
6245,P. Cibicki,69,€19K
6246,T. Touré,69,€9K
6247,T. Jibril,69,€4K
6248,M. Morys,69,€2K
6249,S. Schonlau,69,€5K
6250,A. Favilli,69,€30K
6251,D. Pisot,69,€4K
6252,Noguera,69,€6K
6253,D. Rubio,69,€4K
6254,S. Hedlund,69,€15K
6255,R. Dugimont,69,€4K
6256,A. Montero,69,€1K
6257,M. Hartel,69,€14K
6258,Adrián Ortolá,69,€31K
6259,D. Ismail,69,€6K
6260,T. Ambrose,69,€32K
6261,N. Ueda,69,€6K
6262,F. Cassata,69,€16K
6263,Kim Shin Wook,69,€6K
6264,A. Keogh,69,€4K
6265,Javi Galán,69,€4K
6266,D. Melo,69,€2K
6267,M. Vešović,69,€5K
6268,Pedro Pereira,69,€4K
6269,J. Kappelhof,69,€4K
6270,Y. Okubo,69,€3K
6271,F. Bordagaray,69,€9K
6272,C. Akpom,69,€1K
6273,R. Taylor,69,€5K
6274,Kaíque Mutto,69,€11K
6275,N. Barrios,69,€7K
6276,G. Sauro,69,€4K
6277,M. Riemann,69,€7K
6278,Jung Jo Gook,69,€4K
6279,Xavi Molina,69,€6K
6280,S. Thesker,69,€6K
6281,Ailton Cardenhas,69,€7K
6282,G. Kyei,69,€9K
6283,L. Wahlqvist,69,€6K
6284,G. Lorenzetti,69,€6K
6285,João Victor,69,€6K
6286,D. Sánchez,69,€2K
6287,D. Oberlin,69,€10K
6288,A. Avlonitis,69,€10K
6289,I. Sissoko,69,€6K
6290,Aguilera,69,€10K
6291,Z. Boucher,69,€3K
6292,K. Misao,69,€6K
6293,B. Kısa,69,€6K
6294,T. Beermann,69,€6K
6295,G. Courtet,69,€5K
6296,F. Oreja,69,€5K
6297,J. Silva,69,€9K
6298,F. Ballo-Touré,69,€9K
6299,S. Celozzi,69,€9K
6300,P. Kitchen,69,€4K
6301,T. Weilandt,69,€9K
6302,M. Salvi,69,€5K
6303,José Mari,69,€5K
6304,L. Velázquez,69,€1K
6305,Fábio China,69,€5K
6306,A. Guðmundsson,69,€6K
6307,Niltinho,69,€5K
6308,D. Perquis,69,€3K
6309,Fredy,69,€4K
6310,Lee Seul Chan,69,€3K
6311,S. McKenna,69,€3K
6312,M. Ciofani,69,€3K
6313,Paulinho,69,€4K
6314,S. Posch,69,€10K
6315,N. Rapp,69,€3K
6316,P. Sandler,69,€28K
6317,Jorge Fernandes,69,€4K
6318,O. Mazuch,69,€13K
6319,Nicolas,69,€2K
6320,J. Lowe,69,€6K
6321,J. Glesnes,69,€2K
6322,J. Spence,69,€5K
6323,S. Sirigu,69,€9K
6324,E. Salli,69,€11K
6325,C. Arrieta,69,€1K
6326,Dani Nieto,69,€6K
6327,S. Allagbé,69,€2K
6328,S. Kurumaya,69,€5K
6329,J. Fontaine,69,€5K
6330,L. Schmitz,69,€7K
6331,Joãozinho,69,€3K
6332,C. Moţi,69,€0.00
6333,R. Strauß,69,€6K
6334,F. Gulbrandsen,69,€17K
6335,C. Edwards,69,€3K
6336,Auremir,69,€7K
6337,S. Rincón,69,€5K
6338,J. Harrop,69,€6K
6339,A. Kwarasey,69,€2K
6340,J. Fejzić,69,€6K
6341,Cláudio Falcão,69,€5K
6342,B. Sosa,69,€10K
6343,D. Marcq,69,€7K
6344,P. Seguin,69,€15K
6345,Z. Yıldırım,69,€8K
